"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"1996:Q4","pct40to60",3306489,4010049,1218567,404354,270750,1142706,252347,721323,703560,424073,265037,14450
"1996:Q4","pct20to40",2309306,2697985,925026,261705,174182,604178,160129,572764,388679,216627,157121,14930
"1996:Q4","pct00to20",1127777,1269060,480545,131889,57654,210039,139364,249569,141283,61850,73933,5500
"1997:Q1","pct99",5912404,6222238,819150,280849,1878370,501706,1153495,1588668,309834,217660,20036,72138
"1997:Q1","pct80to99",12861123,15070069,3603544,967805,2429245,3794589,1663184,2611701,2208946,1684522,397070,127354
"1997:Q1","pct60to80",5172521,6525730,1907580,595082,569634,1963816,407645,1081973,1353209,979931,339619,33659
"1997:Q1","pct40to60",3360469,4061077,1225571,412532,279826,1168005,266273,708870,700608,424175,261095,15338
"1997:Q1","pct20to40",2324590,2705231,926043,265089,175447,597567,165857,575229,380641,215725,150679,14237
"1997:Q1","pct00to20",1135124,1285762,484102,135744,63684,206403,144002,251828,150638,58460,85677,6501
"1997:Q2","pct99",6350208,6662618,830897,291719,2268208,523402,1192195,1556198,312410,220966,14573,76870
"1997:Q2","pct80to99",13515805,15750535,3627853,972886,2843698,3884773,1762143,2659182,2234730,1699526,398332,136873
"1997:Q2","pct60to80",5348272,6741709,1949274,597470,644299,2095008,362344,1093314,1393437,987703,370637,35097
"1997:Q2","pct40to60",3385903,4104905,1247615,405863,282834,1215943,241680,710970,719002,440579,263165,15257
"1997:Q2","pct20to40",2391602,2779275,940431,269335,192180,625186,160361,591782,387673,221350,152965,13357
"1997:Q2","pct00to20",1102082,1248506,490343,129768,49619,215737,102940,260099,146424,61800,78365,6259
"1997:Q3","pct99",6621394,6941706,823032,291272,2505334,531652,1229669,1560746,320312,224858,14094,81360
"1997:Q3","pct80to99",14032382,16310493,3658562,985556,3118984,4013141,1823933,2710316,2278111,1728892,403515,145704
"1997:Q3","pct60to80",5482935,6908000,1979935,601772,694719,2170491,354995,1106087,1425065,1004200,387156,33709
"1997:Q3","pct40to60",3436966,4180578,1272486,409712,288761,1254332,239333,715954,743612,462743,268693,12176
"1997:Q3","pct20to40",2447511,2842971,954218,273124,204742,644313,161564,605011,395460,228519,155579,11362
"1997:Q3","pct00to20",1116452,1264270,513554,128624,41790,223017,86470,270816,147818,67795,76767,3256
"1997:Q4","pct99",6731684,7063749,844687,288477,2509207,527219,1275769,1618391,332065,227334,19483,85249
"1997:Q4","pct80to99",14207051,16530813,3771379,996314,3135818,4012979,1876768,2737555,2323762,1762948,410658,150155
"1997:Q4","pct60to80",5563764,7022012,1976570,603983,707139,2243222,371826,1119271,1458248,1025667,394979,37602
"1997:Q4","pct40to60",3501887,4246733,1277637,416417,299655,1274228,251343,727453,744846,451454,279929,13463
"1997:Q4","pct20to40",2454648,2850755,945004,278000,209143,632975,166785,618848,396108,223211,162026,10871
"1997:Q4","pct00to20",1135468,1281326,516996,134836,46780,215825,87667,279221,145859,63624,77090,5145
"1998:Q1","pct99",7249320,7572937,856592,292119,2883509,547257,1380946,1612513,323618,229572,4515,89530
"1998:Q1","pct80to99",15018445,17360927,3837006,1006557,3563065,4132659,2002591,2819049,2342482,1782272,403241,156968
"1998:Q1","pct60to80",5785020,7266420,2021707,610238,781577,2395761,340449,1116690,1481400,1031035,409758,40607
"1998:Q1","pct40to60",3538121,4290410,1306796,413445,302736,1315452,230987,720994,752289,467266,271898,13125
"1998:Q1","pct20to40",2536063,2930826,956847,285889,227804,659646,160062,640579,394764,228656,156196,9912
"1998:Q1","pct00to20",1096226,1250342,532576,131889,31102,223387,40113,291276,154116,70689,78435,4992
"1998:Q2","pct99",7377276,7713951,907975,281629,2948886,545718,1362322,1667422,336675,234028,9441,93206
"1998:Q2","pct80to99",15276894,17667885,3921593,1023078,3638466,4187190,2022220,2875339,2390991,1814707,413155,163129
"1998:Q2","pct60to80",5914681,7443061,2089307,615483,805431,2472353,339130,1121357,1528381,1060432,424174,43775
"1998:Q2","pct40to60",3601498,4373627,1334681,422116,312563,1340992,236014,727261,772128,477767,282364,11997
"1998:Q2","pct20to40",2573755,2974514,965760,290556,235250,656066,165853,661030,400759,230980,161337,8443
"1998:Q2","pct00to20",1110238,1261279,521374,134893,33177,220058,42456,309320,151040,70225,77273,3543
"1998:Q3","pct99",6942577,7293122,916667,245240,2491276,508942,1294835,1836162,350545,236902,21067,92576
"1998:Q3","pct80to99",14729745,17129778,3919578,1054981,3153971,4198292,1952963,2849992,2400032,1816224,425546,158263
"1998:Q3","pct60to80",6005097,7511649,2197617,621236,742973,2416060,411315,1122448,1506552,1055022,401370,50160
"1998:Q3","pct40to60",3732958,4564540,1390759,450363,333128,1349286,288283,752721,831582,522515,296678,12389
"1998:Q3","pct20to40",2571798,2991218,1001002,286127,224330,622463,187641,669655,419421,247752,164531,7138
"1998:Q3","pct00to20",1200166,1382563,543633,138823,62834,207682,108845,320745,182396,86425,91525,4446
"1998:Q4","pct99",7629086,7979976,955702,292558,2993931,561124,1462779,1713881,350889,245170,13716,92003
