"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"2001:Q3","Other",3.2,3.3,4.1,2.9,2.6,3,4.6,2.5,4.1,4.1,4.9,1
"2001:Q4","White",91.3,90,87.8,86.6,95.5,86.1,93.5,92.8,82.1,82.9,77.5,96.1
"2001:Q4","Black",3.4,4.1,4.7,6.6,1,7,1.3,2.9,8,7,11.6,3
"2001:Q4","Hispanic",2.1,2.5,3.3,3.8,1.1,3.5,1.2,1.7,5.4,5.5,5.9,0.8
"2001:Q4","Other",3.2,3.4,4.2,3,2.5,3.4,4,2.6,4.5,4.6,5,0.2
"2002:Q1","White",91,89.7,87.2,86.3,95.3,86,93.3,92.6,81.9,82.7,77,96.2
"2002:Q1","Black",3.5,4.2,4.9,6.5,1.1,7,1.5,3,8.1,7,12.1,2.8
"2002:Q1","Hispanic",2.1,2.6,3.5,4,1.1,3.5,1.3,1.7,5.5,5.6,5.9,0.8
"2002:Q1","Other",3.3,3.5,4.4,3.2,2.5,3.5,3.9,2.7,4.6,4.7,5,0.2
"2002:Q2","White",90.8,89.5,86.7,85.9,95.1,86.5,92.6,92.9,81.7,82.2,78.2,96.5
"2002:Q2","Black",3.7,4.4,5,6.4,1.2,7,2,3.1,8,7.1,11.6,2.6
"2002:Q2","Hispanic",2.2,2.7,3.7,4.5,1.1,3.3,1.7,1.4,5.6,5.8,5.6,0.8
"2002:Q2","Other",3.3,3.5,4.6,3.3,2.6,3.2,3.7,2.5,4.7,4.9,4.6,0.1
"2002:Q3","White",90.6,89.2,86.7,85.7,94.6,87,91.7,92.8,81.9,82.1,79.2,96.6
"2002:Q3","Black",3.8,4.4,4.9,6.1,1.5,7,2.4,3,7.8,6.9,11,2.4
"2002:Q3","Hispanic",2.3,2.8,3.8,4.9,1,3.1,2.3,1.6,5.5,5.8,5.4,0.9
"2002:Q3","Other",3.2,3.5,4.6,3.4,3,2.9,3.6,2.6,4.8,5.2,4.4,0.1
"2002:Q4","White",90.6,89.2,86.7,85.6,94.5,86.4,92.1,92.7,81.7,82,78.6,97
"2002:Q4","Black",3.8,4.4,4.8,6,1.6,7.2,2.4,2.8,7.8,6.8,11.4,2.2
"2002:Q4","Hispanic",2.3,2.9,3.8,5,1,3.2,2.1,1.7,5.6,5.8,5.6,0.8
"2002:Q4","Other",3.3,3.5,4.6,3.4,2.9,3.2,3.3,2.7,5,5.4,4.5,0.1
"2003:Q1","White",90.4,88.9,86.2,85.2,94.2,86.7,91.8,92.4,80.8,81,78.1,97.1
"2003:Q1","Black",3.9,4.5,4.9,6,1.7,7.2,2.6,3,7.9,7,11.6,2
"2003:Q1","Hispanic",2.4,2.9,4,5.2,1,3.1,2.3,1.8,5.9,6.3,5.7,0.8
